"LOCATION","Country","TRANSACT","Transaction","PRODUCT","Product","FLOW","Flow","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","UP2Z51","P2, Air transport","P51","Air transport services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,1160,,
"NLD","Netherlands","UP2Z36","P2, Water collection, treatment and supply   ","P02","Products of forestry, logging and related services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z29","P2, Manufacture of motor vehicles, trailers and semi-trailers ","P46","Wholesale trade services, except of motor vehicles and motorcycles","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,112,,
"NLD","Netherlands","UP2Z23","P2, Manufacture of other non-metallic mineral products  ","PN","Administrative and support services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,364,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","PK","Financial and insurance services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,90,,
"NLD","Netherlands","UP2Z33","P2, Repair and installation of machinery and equipment  ","P16","Wood & prod. of wood & cork, exc. furniture, of straw & plaiting materials","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,10,,
"NLD","Netherlands","UP2Z03","P2, Fishing and aquaculture","P25","Fabricated metal products, except machinery and equipment","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z13_15","P2, Manufacture of textiles, wearing apparel, leather and related products","PR","Arts, entertainment and recreation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,4,,
"NLD","Netherlands","UP2Z21","P2, Manufacture of basic pharmaceutical products and preparations ","P03","Fish & other fishing products, aquaculture prod., support serv. to fishing","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z25","P2, Manufacture of fabricated metal products, except machinery & equipment","PB","Mining and quarrying","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,146,,
"NLD","Netherlands","UP2Z24","P2, Manufacture of basic metals ","P66","Services auxiliary to financial services and insurance services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,4,,
"NLD","Netherlands","UP2Z61","P2, Telecommunications","P03","Fish & other fishing products, aquaculture prod., support serv. to fishing","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z29","P2, Manufacture of motor vehicles, trailers and semi-trailers ","P79","Travel agency, tour operator & other reservation services & related serv.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z22","P2, Manufacture of rubber and plastics products ","P13_15","Textiles, wearing apparel, leather and related products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,123,,
"NLD","Netherlands","UP2Z20","P2, Manufacture of chemicals and chemical products   ","PK","Financial and insurance services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,463,,
"NLD","Netherlands","UP2Z01","P2, Crop and animal production, hunting and related service activities","P52","Warehousing and support services for transportation","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,95,,
"NLD","Netherlands","UP2Z68B","P2, Real estate activities excluding imputed rents   ","PJ","Information and communication services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,719,,
"NLD","Netherlands","UP2Z30","P2, Manufacture of other transport equipment ","P17","Paper and paper products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,13,,
"NLD","Netherlands","UP2Z36","P2, Water collection, treatment and supply   ","P30","Other transport equipment","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","P51","Air transport services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,3,,
"NLD","Netherlands","UP2Z77","P2, Rental and leasing activities","P02","Products of forestry, logging and related services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z23","P2, Manufacture of other non-metallic mineral products  ","P46","Wholesale trade services, except of motor vehicles and motorcycles","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,33,,
"NLD","Netherlands","UP2Z58","P2, Publishing activities  ","PM","Professional, scientific and technical services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,596,,
"NLD","Netherlands","UP2Z29","P2, Manufacture of motor vehicles, trailers and semi-trailers ","P29","Motor vehicles, trailers and semi-trailers","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,9360,,
"NLD","Netherlands","UP2Z25","P2, Manufacture of fabricated metal products, except machinery & equipment","P69_70","Legal, accounting, head offices services, management consultancy serv.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,580,,
"NLD","Netherlands","UP2Z01","P2, Crop and animal production, hunting and related service activities","P86","Human health services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,7,,
"NLD","Netherlands","UP2Z16","P2, Manufacture of wood and of products of wood and cork,etc. ","P74_75","Other professional, scientific and tech. services and veterinary services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,5,,
"NLD","Netherlands","UP2Z69_70","P2, Legal, accounting, head offices, management consultancy activities","PH","Transportation and storage services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,6075,,
"NLD","Netherlands","UP2Z21","P2, Manufacture of basic pharmaceutical products and preparations ","PI","Accommodation and food services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,14,,
"NLD","Netherlands","UP2Z24","P2, Manufacture of basic metals ","P90_92","Creative, arts, entmnt, library, museum, other cult. serv., gambling serv.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,7,,
"NLD","Netherlands","UP2Z66","P2, Activities auxiliary to financial service and insurance activities","P58","Publishing services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,72,,
"NLD","Netherlands","UP2Z50","P2, Water transport ","PM","Professional, scientific and technical services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,398,,
"NLD","Netherlands","UP2Z02","P2, Forestry and logging","P68B","Real estate services excluding imputed rents","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,20,,
"NLD","Netherlands","UP2Z20","P2, Manufacture of chemicals and chemical products   ","P45","Wholesale and retail trade and repair serv. of motor vehicles & motorcycles","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,22,,
"NLD","Netherlands","UP2Z29","P2, Manufacture of motor vehicles, trailers and semi-trailers ","PF","Constructions and construction works","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,18,,
"NLD","Netherlands","UP2Z71","P2, Architectural and engineering activities, technical testing & analysis","P33","Repair and installation services of machinery and equipment","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,138,,
"NLD","Netherlands","UP2Z25","P2, Manufacture of fabricated metal products, except machinery & equipment","P74_75","Other professional, scientific and tech. services and veterinary services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,26,,
"NLD","Netherlands","UP2Z24","P2, Manufacture of basic metals ","PR","Arts, entertainment and recreation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,9,,
"NLD","Netherlands","UP2Z16","P2, Manufacture of wood and of products of wood and cork,etc. ","P95","Repair services of computers and personal and household goods","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,2,,
"NLD","Netherlands","UP2Z17","P2, Manufacture of paper and paper products  ","P36","Natural water, water treatment and supply services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,2,,
"NLD","Netherlands","UP2Z23","P2, Manufacture of other non-metallic mineral products  ","P79","Travel agency, tour operator & other reservation services & related serv.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z10_12","P2, Manufacture of food products, beverages and tobacco products  ","P19","Coke and refined petroleum products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,102,,
"NLD","Netherlands","UP2Z77","P2, Rental and leasing activities","P01","Products of agriculture, hunting and related services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z24","P2, Manufacture of basic metals ","P64","Financial services, except insurance and pension funding","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,61,,
"NLD","Netherlands","UP2Z21","P2, Manufacture of basic pharmaceutical products and preparations ","P10_12","Food, beverages and tobacco products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,366,,
"NLD","Netherlands","UP2Z13_15","P2, Manufacture of textiles, wearing apparel, leather and related products","PE","Water supply, sewerage, waste management and remediation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,12,,
"NLD","Netherlands","UP2Z51","P2, Air transport","P20","Chemicals and chemical products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z47","P2, Retail trade, except of motor vehicles and motorcycles ","P80_82","Security & investigation serv., serv. to buildings & other business support","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,711,,
"NLD","Netherlands","UP2Z66","P2, Activities auxiliary to financial service and insurance activities","P31_32","Furniture and other manufactured goods","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,7,,
"NLD","Netherlands","UP2Z52","P2, Warehousing and support activities for transportation  ","PA","Products of agriculture, forestry and fishing","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z02","P2, Forestry and logging","P21","Basic pharmaceutical products and pharmaceutical preparations","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z29","P2, Manufacture of motor vehicles, trailers and semi-trailers ","PTOT","Total product","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,13682,,
"NLD","Netherlands","UP2Z28","P2, Manufacture of machinery and equipment n.e.c.","PB","Mining and quarrying","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,34,,
"NLD","Netherlands","UP2Z52","P2, Warehousing and support activities for transportation  ","P96","Other personal services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,8,,
"NLD","Netherlands","UP2Z18","P2, Printing and reproduction of recorded media ","P03","Fish & other fishing products, aquaculture prod., support serv. to fishing","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z33","P2, Repair and installation of machinery and equipment  ","P23","Other non-metallic mineral products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,4,,
"NLD","Netherlands","UP2Z17","P2, Manufacture of paper and paper products  ","PK","Financial and insurance services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,83,,
"NLD","Netherlands","UP2Z19","P2, Manufacture of coke and refined petroleum products  ","P13_15","Textiles, wearing apparel, leather and related products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z69_70","P2, Legal, accounting, head offices, management consultancy activities","P61","Telecommunications services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,1024,,
"NLD","Netherlands","UP2Z13_15","P2, Manufacture of textiles, wearing apparel, leather and related products","P59_60","Audiovisual and broadcasting services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","PU","Services provided by extraterritorial organisations and bodies","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z61","P2, Telecommunications","P53","Postal and courier services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,71,,
"NLD","Netherlands","UP2Z66","P2, Activities auxiliary to financial service and insurance activities","P13_15","Textiles, wearing apparel, leather and related products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,2,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","P46","Wholesale trade services, except of motor vehicles and motorcycles","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,8,,
"NLD","Netherlands","UP2Z13_15","P2, Manufacture of textiles, wearing apparel, leather and related products","P71","Architectural and engineering services, tech. testing & analysis services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,5,,
"NLD","Netherlands","UP2Z16","P2, Manufacture of wood and of products of wood and cork,etc. ","PM","Professional, scientific and technical services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,110,,
"NLD","Netherlands","UP2Z64","P2, Financial service activities, except insurance and pension funding","PL","Real estate services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,572,,
"NLD","Netherlands","UP2Z25","P2, Manufacture of fabricated metal products, except machinery & equipment","PP","Education services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,22,,
"NLD","Netherlands","UP2Z51","P2, Air transport","PU","Services provided by extraterritorial organisations and bodies","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z52","P2, Warehousing and support activities for transportation  ","P53","Postal and courier services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,25,,
"NLD","Netherlands","UP2Z03","P2, Fishing and aquaculture","P28","Machinery and equipment n.e.c.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,3,,
"NLD","Netherlands","UP2Z24","P2, Manufacture of basic metals ","P03","Fish & other fishing products, aquaculture prod., support serv. to fishing","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z02","P2, Forestry and logging","P37_39","Sewerage services, sewage sludge, waste collection & management serv.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z19","P2, Manufacture of coke and refined petroleum products  ","PP","Education services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,3,,
"NLD","Netherlands","UP2Z69_70","P2, Legal, accounting, head offices, management consultancy activities","P86","Human health services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,31,,
"NLD","Netherlands","UP2Z23","P2, Manufacture of other non-metallic mineral products  ","PTOT","Total product","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,4334,,
"NLD","Netherlands","UP2Z16","P2, Manufacture of wood and of products of wood and cork,etc. ","P68A","Imputed rents of owner-occupied dwellings","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z13_15","P2, Manufacture of textiles, wearing apparel, leather and related products","P26","Computer, electronic and optical products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,3,,
"NLD","Netherlands","UP2Z71","P2, Architectural and engineering activities, technical testing & analysis","P16","Wood & prod. of wood & cork, exc. furniture, of straw & plaiting materials","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,4,,
"NLD","Netherlands","UP2Z46","P2, Wholesale trade, except of motor vehicles and motorcycles ","P68A","Imputed rents of owner-occupied dwellings","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z30","P2, Manufacture of other transport equipment ","P02","Products of forestry, logging and related services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z36","P2, Water collection, treatment and supply   ","P27","Electrical equipment","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,1,,
"NLD","Netherlands","UP2Z65","P2, Insurance, reinsurance and pension funding, except compulsory S.S.","PJ","Information and communication services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,591,,
"NLD","Netherlands","UP2Z28","P2, Manufacture of machinery and equipment n.e.c.","P36","Natural water, water treatment and supply services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,6,,
"NLD","Netherlands","UP2Z74_75","P2, Other professional, scientific and tech. activities, veterinary activ.","PR","Arts, entertainment and recreation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,6,,
"NLD","Netherlands","UP2Z10_12","P2, Manufacture of food products, beverages and tobacco products  ","P18","Printing and recording services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,20,,
"NLD","Netherlands","UP2Z25","P2, Manufacture of fabricated metal products, except machinery & equipment","P19","Coke and refined petroleum products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,93,,
"NLD","Netherlands","UP2Z61","P2, Telecommunications","P30","Other transport equipment","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z46","P2, Wholesale trade, except of motor vehicles and motorcycles ","P49","Land transport services and transport services via pipelines","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,1039,,
"NLD","Netherlands","UP2Z20","P2, Manufacture of chemicals and chemical products   ","P87_88","Residential care services, social work services without accommodation","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z18","P2, Printing and reproduction of recorded media ","PF","Constructions and construction works","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,8,,
"NLD","Netherlands","UP2Z36","P2, Water collection, treatment and supply   ","PD","Electricity, gas, steam and air conditioning","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,44,,
"NLD","Netherlands","UP2Z19","P2, Manufacture of coke and refined petroleum products  ","P72","Scientific research and development services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z33","P2, Repair and installation of machinery and equipment  ","PQ","Human health and social work services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,3,,
"NLD","Netherlands","UP2Z50","P2, Water transport ","PT","Services of HH as employers, undifferentiated G&S prod. by HH for own use","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z33","P2, Repair and installation of machinery and equipment  ","PE","Water supply, sewerage, waste management and remediation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,10,,
"NLD","Netherlands","UP2Z26","P2, Manufacture of computer, electronic and optical products  ","P71","Architectural and engineering services, tech. testing & analysis services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,13,,
"NLD","Netherlands","UP2Z51","P2, Air transport","P18","Printing and recording services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","P71","Architectural and engineering services, tech. testing & analysis services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,2,,
"NLD","Netherlands","UP2Z22","P2, Manufacture of rubber and plastics products ","P17","Paper and paper products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,138,,
"NLD","Netherlands","UP2Z01","P2, Crop and animal production, hunting and related service activities","PU","Services provided by extraterritorial organisations and bodies","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z02","P2, Forestry and logging","P53","Postal and courier services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z03","P2, Fishing and aquaculture","P78","Employment services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,1,,
"NLD","Netherlands","UP2Z21","P2, Manufacture of basic pharmaceutical products and preparations ","P29","Motor vehicles, trailers and semi-trailers","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z02","P2, Forestry and logging","PR","Arts, entertainment and recreation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z52","P2, Warehousing and support activities for transportation  ","P68B","Real estate services excluding imputed rents","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,994,,
"NLD","Netherlands","UP2Z28","P2, Manufacture of machinery and equipment n.e.c.","P22","Rubber and plastic products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,497,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","P59_60","Audiovisual and broadcasting services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,709,,
"NLD","Netherlands","UP2Z74_75","P2, Other professional, scientific and tech. activities, veterinary activ.","P64","Financial services, except insurance and pension funding","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,43,,
"NLD","Netherlands","UP2Z17","P2, Manufacture of paper and paper products  ","PH","Transportation and storage services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,26,,
"NLD","Netherlands","UP2Z65","P2, Insurance, reinsurance and pension funding, except compulsory S.S.","P47","Retail trade services, except of motor vehicles and motorcycles","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z26","P2, Manufacture of computer, electronic and optical products  ","PE","Water supply, sewerage, waste management and remediation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,23,,
"NLD","Netherlands","UP2Z10_12","P2, Manufacture of food products, beverages and tobacco products  ","P86","Human health services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,8,,
"NLD","Netherlands","UP2Z22","P2, Manufacture of rubber and plastics products ","P28","Machinery and equipment n.e.c.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,17,,
"NLD","Netherlands","UP2Z61","P2, Telecommunications","P68A","Imputed rents of owner-occupied dwellings","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z16","P2, Manufacture of wood and of products of wood and cork,etc. ","PJ","Information and communication services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,25,,
"NLD","Netherlands","UP2Z27","P2, Manufacture of electrical equipment ","P95","Repair services of computers and personal and household goods","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,2,,
"NLD","Netherlands","UP2Z03","P2, Fishing and aquaculture","P74_75","Other professional, scientific and tech. services and veterinary services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z25","P2, Manufacture of fabricated metal products, except machinery & equipment","PS","Other services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,25,,
"NLD","Netherlands","UP2Z29","P2, Manufacture of motor vehicles, trailers and semi-trailers ","P20","Chemicals and chemical products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,121,,
"NLD","Netherlands","UP2Z51","P2, Air transport","P31_32","Furniture and other manufactured goods","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,2,,
"NLD","Netherlands","UP2Z02","P2, Forestry and logging","PA","Products of agriculture, forestry and fishing","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,44,,
"NLD","Netherlands","UP2Z52","P2, Warehousing and support activities for transportation  ","P73","Advertising and market research services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,64,,
"NLD","Netherlands","UP2Z33","P2, Repair and installation of machinery and equipment  ","P77","Rental and leasing services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,78,,
"NLD","Netherlands","UP2Z03","P2, Fishing and aquaculture","PM","Professional, scientific and technical services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,6,,
"NLD","Netherlands","UP2Z65","P2, Insurance, reinsurance and pension funding, except compulsory S.S.","P24","Basic metals","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z24","P2, Manufacture of basic metals ","P47","Retail trade services, except of motor vehicles and motorcycles","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z36","P2, Water collection, treatment and supply   ","P50","Water transport services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z13_15","P2, Manufacture of textiles, wearing apparel, leather and related products","PL","Real estate services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,64,,
"NLD","Netherlands","UP2Z18","P2, Printing and reproduction of recorded media ","P37_39","Sewerage services, sewage sludge, waste collection & management serv.","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,13,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","P26","Computer, electronic and optical products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,39,,
"NLD","Netherlands","UP2Z69_70","P2, Legal, accounting, head offices, management consultancy activities","P93","Sporting services and amusement and recreation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,17,,
"NLD","Netherlands","UP2Z19","P2, Manufacture of coke and refined petroleum products  ","P27","Electrical equipment","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,8,,
"NLD","Netherlands","UP2Z33","P2, Repair and installation of machinery and equipment  ","PC","Manufactured products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,5328,,
"NLD","Netherlands","UP2Z65","P2, Insurance, reinsurance and pension funding, except compulsory S.S.","P68A","Imputed rents of owner-occupied dwellings","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z36","P2, Water collection, treatment and supply   ","PP","Education services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,6,,
"NLD","Netherlands","UP2Z61","P2, Telecommunications","P47","Retail trade services, except of motor vehicles and motorcycles","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
"NLD","Netherlands","UP2Z23","P2, Manufacture of other non-metallic mineral products  ","P26","Computer, electronic and optical products","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,6,,
"NLD","Netherlands","UP2Z28","P2, Manufacture of machinery and equipment n.e.c.","P93","Sporting services and amusement and recreation services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,4,,
"NLD","Netherlands","UP2Z20","P2, Manufacture of chemicals and chemical products   ","PH","Transportation and storage services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,523,,
"NLD","Netherlands","UP2Z74_75","P2, Other professional, scientific and tech. activities, veterinary activ.","PI","Accommodation and food services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,44,,
"NLD","Netherlands","UP2Z59_60","P2, Audiovisual and broadcasting activities  ","P86","Human health services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,2,,
"NLD","Netherlands","UP2Z27","P2, Manufacture of electrical equipment ","P50","Water transport services","FTOT","Total","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,0,,
