"LOCATION","Country","TRANSACT","Transaction","ACTIVITY","Activity","PRODUCT","Product","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P72","Scientific research and development services ","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P69_70","Legal, accounting, head offices services, management consultancy serv.","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P90_92","Creative, arts, entmnt, library, museum, other cult. serv., gambling serv.","RT","Ratio","2019","2019",,,"0","Units",,,6.420022,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P16","Wood & prod. of wood & cork, exc. furniture, of straw & plaiting materials","RT","Ratio","2019","2019",,,"0","Units",,,45.194085,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P16","Wood & prod. of wood & cork, exc. furniture, of straw & plaiting materials","RT","Ratio","2019","2019",,,"0","Units",,,51.625107,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P01","Products of agriculture, hunting and related services","RT","Ratio","2019","2019",,,"0","Units",,,49.575311,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P27","Electrical equipment","RT","Ratio","2019","2019",,,"0","Units",,,94.185094,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P29","Motor vehicles, trailers and semi-trailers","RT","Ratio","2019","2019",,,"0","Units",,,69.123528,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P03","Fish & other fishing products, aquaculture prod., support serv. to fishing","RT","Ratio","2019","2019",,,"0","Units",,,93.75,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P13_15","Textiles, wearing apparel, leather and related products","RT","Ratio","2019","2019",,,"0","Units",,,92.474698,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P49","Land transport services and transport services via pipelines","RT","Ratio","2019","2019",,,"0","Units",,,12.302285,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P22","Rubber and plastic products ","RT","Ratio","2019","2019",,,"0","Units",,,68.32659,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P95","Repair services of computers and personal and household goods","RT","Ratio","2019","2019",,,"0","Units",,,28.15735,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P30","Other transport equipment","RT","Ratio","2019","2019",,,"0","Units",,,44.302486,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","PH","Transportation and storage services","RT","Ratio","2019","2019",,,"0","Units",,,12.302285,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P49","Land transport services and transport services via pipelines","RT","Ratio","2019","2019",,,"0","Units",,,29.641946,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PF","Constructions and construction works","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","PA","Products of agriculture, forestry and fishing","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P29","Motor vehicles, trailers and semi-trailers","RT","Ratio","2019","2019",,,"0","Units",,,52.553345,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PF","Constructions and construction works","RT","Ratio","2019","2019",,,"0","Units",,,3.220592,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P52","Warehousing and support services for transportation","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PD","Electricity, gas, steam and air conditioning ","RT","Ratio","2019","2019",,,"0","Units",,,3.428624,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P51","Air transport services","RT","Ratio","2019","2019",,,"0","Units",,,0,"E","Estimated value"
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PTOT","Total product","RT","Ratio","2019","2019",,,"0","Units",,,33.722964,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PH","Transportation and storage services","RT","Ratio","2019","2019",,,"0","Units",,,39.381299,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","PJ","Information and communication services","RT","Ratio","2019","2019",,,"0","Units",,,20.807115,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P71","Architectural and engineering services, tech. testing & analysis services","RT","Ratio","2019","2019",,,"0","Units",,,0.053648,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P93","Sporting services and amusement and recreation services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PC","Manufactured products","RT","Ratio","2019","2019",,,"0","Units",,,54.084515,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PE","Water supply, sewerage, waste management and remediation services","RT","Ratio","2019","2019",,,"0","Units",,,40.785558,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P71","Architectural and engineering services, tech. testing & analysis services","RT","Ratio","2019","2019",,,"0","Units",,,7.581428,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PTOT","Total product","RT","Ratio","2019","2019",,,"0","Units",,,33.671974,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PE","Water supply, sewerage, waste management and remediation services","RT","Ratio","2019","2019",,,"0","Units",,,13.812436,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P95","Repair services of computers and personal and household goods","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PL","Real estate services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P31_32","Furniture and other manufactured goods","RT","Ratio","2019","2019",,,"0","Units",,,83.777151,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P13_15","Textiles, wearing apparel, leather and related products","RT","Ratio","2019","2019",,,"0","Units",,,40.794224,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P62_63","Computer programming, consultancy and related serv., Information serv.","RT","Ratio","2019","2019",,,"0","Units",,,22.589517,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P61","Telecommunications services ","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PA","Products of agriculture, forestry and fishing","RT","Ratio","2019","2019",,,"0","Units",,,48.21945,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P31_32","Furniture and other manufactured goods","RT","Ratio","2019","2019",,,"0","Units",,,44.110855,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P31_32","Furniture and other manufactured goods","RT","Ratio","2019","2019",,,"0","Units",,,44.471058,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","PN","Administrative and support services","RT","Ratio","2019","2019",,,"0","Units",,,31.813126,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P20","Chemicals and chemical products","RT","Ratio","2019","2019",,,"0","Units",,,82.094763,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","PJ","Information and communication services","RT","Ratio","2019","2019",,,"0","Units",,,4.344039,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PL","Real estate services","RT","Ratio","2019","2019",,,"0","Units",,,0.107431,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PR","Arts, entertainment and recreation services","RT","Ratio","2019","2019",,,"0","Units",,,8.213697,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P26","Computer, electronic and optical products","RT","Ratio","2019","2019",,,"0","Units",,,92.964635,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P61","Telecommunications services ","RT","Ratio","2019","2019",,,"0","Units",,,32.238193,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","PP","Education services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P27","Electrical equipment","RT","Ratio","2019","2019",,,"0","Units",,,73.307544,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P96","Other personal services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PD","Electricity, gas, steam and air conditioning ","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PC","Manufactured products","RT","Ratio","2019","2019",,,"0","Units",,,48.797603,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P37_39","Sewerage services, sewage sludge, waste collection & management serv.","RT","Ratio","2019","2019",,,"0","Units",,,40.809845,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PH","Transportation and storage services","RT","Ratio","2019","2019",,,"0","Units",,,2.531062,"E","Estimated value"
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","PT","Services of HH as employers, undifferentiated G&S prod. by HH for own use","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P79","Travel agency, tour operator & other reservation services & related serv.","RT","Ratio","2019","2019",,,"0","Units",,,14.090323,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P02","Products of forestry, logging and related services","RT","Ratio","2019","2019",,,"0","Units",,,25,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PK","Financial and insurance services","RT","Ratio","2019","2019",,,"0","Units",,,15.580392,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P66","Services auxiliary to financial services and insurance services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P45","Wholesale and retail trade and repair serv. of motor vehicles & motorcycles","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P77","Rental and leasing services ","RT","Ratio","2019","2019",,,"0","Units",,,31.813126,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P73","Advertising and market research services","RT","Ratio","2019","2019",,,"0","Units",,,44.203582,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","PN","Administrative and support services","RT","Ratio","2019","2019",,,"0","Units",,,4.963185,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P22","Rubber and plastic products ","RT","Ratio","2019","2019",,,"0","Units",,,70.930233,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","PP","Education services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PP","Education services","RT","Ratio","2019","2019",,,"0","Units",,,3.894298,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","PC","Manufactured products","RT","Ratio","2019","2019",,,"0","Units",,,82.661102,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P62_63","Computer programming, consultancy and related serv., Information serv.","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P20","Chemicals and chemical products","RT","Ratio","2019","2019",,,"0","Units",,,41.805876,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","PG","Wholesale&retail trade serv., repair serv. of motor vehicles & motorcycles","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P73","Advertising and market research services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P33","Repair and installation services of machinery and equipment","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP51B_FP7","Share of imported products in GFCF at basic prices ","ZTOT","Total activity","P30","Other transport equipment","RT","Ratio","2019","2019",,,"0","Units",,,88.044242,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P28","Machinery and equipment n.e.c.","RT","Ratio","2019","2019",,,"0","Units",,,42.98893,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P28","Machinery and equipment n.e.c.","RT","Ratio","2019","2019",,,"0","Units",,,66.085762,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","PI","Accommodation and food services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","PS","Other services","RT","Ratio","2019","2019",,,"0","Units",,,6.353154,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P90_92","Creative, arts, entmnt, library, museum, other cult. serv., gambling serv.","RT","Ratio","2019","2019",,,"0","Units",,,11.644833,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P72","Scientific research and development services ","RT","Ratio","2019","2019",,,"0","Units",,,70.83004,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P47","Retail trade services, except of motor vehicles and motorcycles","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP6B_FP7","Share of imported products in exports at basic prices ","ZTOT","Total activity","P36","Natural water, water treatment and supply services","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P36","Natural water, water treatment and supply services","RT","Ratio","2019","2019",,,"0","Units",,,0.977199,,
"NLD","Netherlands","UP2B_FP7","Share of imported products in intermediate consumption at basic prices ","ZTOT","Total activity","P78","Employment services","RT","Ratio","2019","2019",,,"0","Units",,,1.102477,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P53","Postal and courier services ","RT","Ratio","2019","2019",,,"0","Units",,,0.4,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P46","Wholesale trade services, except of motor vehicles and motorcycles","RT","Ratio","2019","2019",,,"0","Units",,,0,,
"NLD","Netherlands","UP3S14B_FP7","Share of imported products in final cons. of households at basic prices ","ZTOT","Total activity","P68B","Real estate services excluding imputed rents ","RT","Ratio","2019","2019",,,"0","Units",,,0,,
